LotArea,YearBuilt,OverallQual,OverallCond,GrLivArea,GarageCars,FullBath,BedroomAbvGr,TotRmsAbvGrd,Neighborhood,SalePrice
11181,1968,3,6,2654,2,2,4,8,Mitchel,136009
12454,1976,8,4,2812,2,0,1,9,NoRidge,264857
4482,1992,10,6,3776,1,2,5,3,Crawfor,59597
10058,1930,9,4,3650,4,0,4,8,CollgCr,110067
2951,1946,5,4,654,4,2,3,7,CollgCr,268592
10914,2020,9,4,3535,0,0,4,6,CollgCr,98022
13581,1954,2,9,1496,2,1,2,14,Crawfor,262996
4079,1979,3,7,2794,1,2,2,5,NoRidge,424817
4717,2005,7,3,1030,3,0,4,3,Mitchel,461998
12524,1961,7,3,3405,2,2,5,11,Veenker,101782
13568,1929,6,6,2471,0,3,2,7,NoRidge,236085
6524,2020,6,6,3085,4,1,2,6,Crawfor,422860
11692,1954,2,4,1228,1,0,3,3,Crawfor,430174
10477,1915,10,9,1677,2,3,4,11,CollgCr,384180
9311,1911,6,4,653,3,2,2,8,NoRidge,347486
13687,1916,4,9,591,0,3,5,7,CollgCr,135745
9186,1915,3,4,2885,0,2,1,13,Veenker,464193
4065,1911,2,2,2003,2,1,4,12,CollgCr,284648
2768,1907,1,2,2216,3,3,3,10,Veenker,369540
7490,1983,5,5,3702,0,1,2,12,Crawfor,164836
13249,1902,2,4,2997,1,0,5,11,CollgCr,156998
14481,1915,2,7,2516,0,2,4,6,CollgCr,100021
8645,1929,7,5,3357,3,2,5,10,Mitchel,180672
7083,2008,8,6,1286,4,1,5,10,Crawfor,430703
7232,1922,10,10,772,4,1,3,14,Mitchel,378980
12353,1991,8,4,2527,2,0,4,2,Veenker,470291
13485,2014,4,2,3135,3,3,2,6,Veenker,270587
7797,2003,1,10,676,0,2,3,10,Crawfor,474018
11138,2017,7,9,3378,0,2,2,8,Veenker,258833
6926,1904,1,10,1142,4,0,1,7,Crawfor,127017
8016,1983,4,7,2398,4,0,5,7,Veenker,291421
5335,2003,8,4,3620,1,1,1,12,NoRidge,236894
14342,2019,2,3,1066,4,1,5,8,CollgCr,494819
10038,2007,6,10,1165,1,3,3,2,NoRidge,414833
6873,1964,6,3,3926,0,0,2,5,Crawfor,130291
3481,2020,9,9,1831,1,3,2,14,Crawfor,402594
12093,1929,5,5,3415,1,0,3,2,NoRidge,216664
8305,1920,10,3,2298,2,2,4,7,CollgCr,106006
5451,1983,4,5,1569,4,0,1,14,CollgCr,469485
14256,1969,5,2,2849,1,0,1,5,Mitchel,154268
2054,1921,10,4,3415,0,2,2,2,Veenker,362282
9643,1981,5,10,3459,3,0,2,10,Mitchel,112398
12015,1971,8,2,907,1,3,2,13,CollgCr,271163
5462,2002,10,2,1712,4,1,3,5,NoRidge,200946
13271,1931,8,8,3369,2,1,4,13,Veenker,369372
2832,1932,2,1,2353,0,3,1,7,NoRidge,374814
14600,2016,7,7,1652,2,2,5,14,Mitchel,175613
12998,1915,8,5,3108,3,0,3,8,Crawfor,152071
7954,1975,6,8,3837,1,3,1,9,NoRidge,160572
12682,1937,5,1,1641,1,1,4,13,Mitchel,297766
10519,2015,9,7,3011,4,1,3,14,Mitchel,188997
9221,1997,3,5,643,1,3,1,12,Mitchel,315251
5310,2024,10,4,2989,0,1,3,10,Crawfor,136388
5300,1913,4,7,3771,3,3,1,10,Crawfor,145719
8722,1935,9,10,3728,2,1,1,9,Crawfor,168018
9218,1996,6,2,986,3,3,4,11,Veenker,339761
9776,1922,8,1,1359,1,0,5,12,Crawfor,124258
5675,2013,7,1,3705,2,0,4,13,Crawfor,362219
5054,2008,2,1,2435,4,0,1,13,Crawfor,176998
9970,1965,3,5,647,3,0,3,4,NoRidge,334775
4143,2004,1,10,1859,2,1,4,13,Crawfor,173120
7207,1984,9,7,3642,2,2,5,3,Veenker,243516
11503,1901,7,2,3804,2,3,1,6,Mitchel,409302
13383,1990,1,10,1857,0,2,4,2,NoRidge,451099
4538,2020,3,8,3358,3,1,4,4,CollgCr,462924
14175,1972,4,4,3213,2,1,4,2,Crawfor,96221
6547,1964,4,3,589,3,2,4,14,Mitchel,198269
7619,1974,5,10,1857,2,2,3,4,Mitchel,464350
10356,1966,3,8,698,4,1,5,14,NoRidge,418066
14469,1951,3,2,3732,4,1,5,5,CollgCr,83550
8612,1961,1,3,1037,4,3,1,8,Veenker,326786
7005,1922,7,3,3692,1,0,2,13,Mitchel,463655
2822,1925,10,10,800,2,0,3,13,Mitchel,156093
2943,1967,1,1,1223,1,3,1,6,Mitchel,467799
8150,1981,2,6,2098,3,2,1,6,Mitchel,311188
6425,1954,4,2,3510,1,1,4,14,NoRidge,143885
10966,1905,4,1,1959,3,2,2,2,CollgCr,129538
4198,1934,5,2,567,3,0,2,9,Mitchel,374158
13348,1921,2,6,3006,3,0,3,14,Veenker,331667
6242,1942,4,4,2037,1,2,2,5,Veenker,422429
5695,1914,1,6,897,2,0,1,11,Crawfor,251615
5452,1985,2,9,1119,1,1,2,6,Mitchel,155879
11106,1959,1,10,3857,2,3,2,3,Mitchel,140629
3308,2000,10,10,2084,2,2,5,13,Mitchel,388974
6177,2015,10,8,1663,3,1,1,14,Mitchel,357682
10705,2005,4,1,1229,1,1,2,2,Mitchel,359454
12112,1911,4,8,1055,2,0,2,10,Veenker,454124
8852,2010,7,9,2452,4,1,4,3,CollgCr,165266
8035,1948,10,6,3328,2,2,2,7,CollgCr,238362
5594,1941,9,10,2251,4,1,2,2,Crawfor,496850
6841,1937,9,5,3441,1,3,5,2,Veenker,324843
3409,1981,5,6,3157,1,1,1,10,Mitchel,281241
14994,1944,10,6,3295,1,1,3,5,CollgCr,301249
6566,1934,1,9,2829,2,3,1,10,NoRidge,116912
13382,1929,1,4,3208,0,1,4,12,NoRidge,195327
